14.33	1.79E-02	2.13E-01
16.92	2.86E-02	1.72E-01
19.35	3.76E-02	1.64E-01
21.86	4.65E-02	1.75E-01
24.51	5.53E-02	1.80E-01
27.39	6.44E-02	1.90E-01
30.52	7.35E-02	1.97E-01
33.96	7.60E-02	5.32E-02
38.11	9.31E-02	3.21E-01
42.88	1.16E-01	4.72E-01
48.56	1.73E-01	9.64E-01
56.2	6.10E-01	6.43E+00
65.45	6.96E-01	1.33E+00
77.3	7.14E-01	2.34E-01
94.86	7.31E-01	1.71E-01
122.73	7.47E-01	1.35E-01
174.17	7.64E-01	9.61E-02
294.77	7.81E-01	6.51E-02
586.29	7.98E-01	5.52E-02
2085.41	8.30E-01	5.02E-02
		
